"Mouse Symbol","Mouse ID","Mouse Chr","Homologene ID","Human Symbol","Human ID","Rat Symbol","Rat ID","Drosophila Symbol","Drosophila ID","Zebrafish Symbol","Zebrafish ID","Yeast Symbol","Yeast ID",COSMIC,CGC,Study,"PubMed ID","Predicted Effect","CIS Address","Relative Rank","Cancer Type",Studies
Lncpint,232685,6,,LINC-PINT,378805,,,,,,,,,No,No,"Chen 2017-01",28251929,"Not Determined",6:31083207-31413453,D,"Breast Cancer",11
Lncpint,232685,6,,LINC-PINT,378805,,,,,,,,,No,No,"Collier 2009-01",19843846,"Not Determined",6:31170916-31303396,C,"Blood Cancer",11
Lncpint,232685,6,,LINC-PINT,378805,,,,,,,,,No,No,"Giotopoulos 2016-01",26304963,"Not Determined",6:31153577-31209265,A,"Blood Cancer",11
Lncpint,232685,6,,LINC-PINT,378805,,,,,,,,,No,No,"Perez Mancera 2012-01",22699621,"Not Determined",6:31179150-31179150,D,"Pancreatic Cancer",11
Lncpint,232685,6,,LINC-PINT,378805,,,,,,,,,No,No,"Rad 2010-01",20947725,"Not Determined",6:31041550-31208450,A,"Blood Cancer",11
Lncpint,232685,6,,LINC-PINT,378805,,,,,,,,,No,No,"Van der Weyden 2012-01",22553910,"Not Determined",6:31165523-31218433,"Not Ranked","Blood Cancer",11
Lncpint,232685,6,,LINC-PINT,378805,,,,,,,,,No,No,"Van der Weyden 2012-02",22553910,"Not Determined",6:31165523-31218433,"Not Ranked","Blood Cancer",11
Lncpint,232685,6,,LINC-PINT,378805,,,,,,,,,No,No,"Van der Weyden 2013-01",22370638,"Not Determined",6:31168281-31190266,D,"Blood Cancer",11
Lncpint,232685,6,,LINC-PINT,378805,,,,,,,,,No,No,"Van der Weyden 2013-02",22370638,"Not Determined",6:31144985-31177250,D,"Blood Cancer",11
Lncpint,232685,6,,LINC-PINT,378805,,,,,,,,,No,No,"Vyazunova 2014-01",25423036,"Not Determined",6:31089076-31495925,A,"Nervous System Cancer",11
Luc7l,66978,17,100558,LUC7L,55692,Luc7l,360503,,,luc7l,415206,,851471,Yes,No,"Bard-Chapeau 2014-01",24316982,"Not Determined",17:26252909-26285504,C,"Liver Cancer",11
Luc7l,66978,17,100558,LUC7L,55692,Luc7l,360503,,,luc7l,415206,,851471,Yes,No,"Guo 2016-01",26676752,"Not Determined",17:26252910-26285504,D,"Blood Cancer",11
Luc7l,66978,17,100558,LUC7L,55692,Luc7l,360503,,,luc7l,415206,,851471,Yes,No,"Kodama 2016-01",27178121,"Not Determined",17:26252910-26285504,C,"Liver Cancer",11
Luc7l,66978,17,100558,LUC7L,55692,Luc7l,360503,,,luc7l,415206,,851471,Yes,No,"March 2011-01",22057237,"Not Determined",17:26129110-26306657,C,"Colorectal Cancer",11
Luc7l,66978,17,100558,LUC7L,55692,Luc7l,360503,,,luc7l,415206,,851471,Yes,No,"Morris 2016-01",27790711,"Not Determined",17:26252910-26285504,A,"Colorectal Cancer",11
Luc7l,66978,17,100558,LUC7L,55692,Luc7l,360503,,,luc7l,415206,,851471,Yes,No,"Perez Mancera 2012-01",22699621,"Not Determined",17:26262736-26262736,D,"Pancreatic Cancer",11
Luc7l,66978,17,100558,LUC7L,55692,Luc7l,360503,,,luc7l,415206,,851471,Yes,No,"Perez Mancera 2012-02",22699621,"Not Determined",17:26264803-26264803,D,"Pancreatic Cancer",11
Luc7l,66978,17,100558,LUC7L,55692,Luc7l,360503,,,luc7l,415206,,851471,Yes,No,"Rahrmann 2013-01",23685747,"Not Determined",17:26252910-26285504,D,"Nervous System Cancer",11
Luc7l,66978,17,100558,LUC7L,55692,Luc7l,360503,,,luc7l,415206,,851471,Yes,No,"Rahrmann 2013-02",23685747,"Not Determined",17:26252910-26285504,D,"Nervous System Cancer",11
Luc7l,66978,17,100558,LUC7L,55692,Luc7l,360503,,,luc7l,415206,,851471,Yes,No,"Rangel 2016-01",27849608,"Not Determined",17:26252910-26285504,C,"Breast Cancer",11
Luc7l,66978,17,100558,LUC7L,55692,Luc7l,360503,,,luc7l,415206,,851471,Yes,No,"Takeda 2016-01",27006499,Loss,17:26257170-26271681,D,"Gastric Cancer",11
Magi1,14924,6,31257,MAGI1,9223,Magi1,500261,,,magi1b,474349,,,Yes,No,"Bard-Chapeau 2014-01",24316982,"Not Determined",6:93675454-94283904,C,"Liver Cancer",11
Magi1,14924,6,31257,MAGI1,9223,Magi1,500261,,,magi1b,474349,,,Yes,No,"Collier 2005-01",16015333,"Not Determined",6:93714265-93826721,D,Sarcoma,11
Magi1,14924,6,31257,MAGI1,9223,Magi1,500261,,,magi1b,474349,,,Yes,No,"Dorr 2015-01",25995385,Loss,6:93759206-94301806,A,"Lung Cancer",11
Magi1,14924,6,31257,MAGI1,9223,Magi1,500261,,,magi1b,474349,,,Yes,No,"Genovesi 2013-01",24167280,"Not Determined",6:93675452-93913690,D,"Nervous System Cancer",11
Magi1,14924,6,31257,MAGI1,9223,Magi1,500261,,,magi1b,474349,,,Yes,No,"Kodama 2016-01",27178121,"Not Determined",6:93675455-94283917,C,"Liver Cancer",11
Magi1,14924,6,31257,MAGI1,9223,Magi1,500261,,,magi1b,474349,,,Yes,No,"Mann 2012-01",22421440,Loss,6:93851376-93851376,D,"Pancreatic Cancer",11
Magi1,14924,6,31257,MAGI1,9223,Magi1,500261,,,magi1b,474349,,,Yes,No,"March 2011-01",22057237,"Not Determined",6:94238289-94282397,D,"Colorectal Cancer",11
Magi1,14924,6,31257,MAGI1,9223,Magi1,500261,,,magi1b,474349,,,Yes,No,"Morris 2016-01",27790711,"Not Determined",6:94162306-94285306,D,"Colorectal Cancer",11
Magi1,14924,6,31257,MAGI1,9223,Magi1,500261,,,magi1b,474349,,,Yes,No,"Perez Mancera 2012-01",22699621,"Not Determined",6:93848253-94269817,A,"Pancreatic Cancer",11
Magi1,14924,6,31257,MAGI1,9223,Magi1,500261,,,magi1b,474349,,,Yes,No,"Perez Mancera 2012-02",22699621,"Not Determined",6:94041806-94041806,A,"Pancreatic Cancer",11
Magi1,14924,6,31257,MAGI1,9223,Magi1,500261,,,magi1b,474349,,,Yes,No,"Takeda 2016-01",27006499,Loss,6:94141125-94224343,C,"Gastric Cancer",11
Map3k1,26401,13,8056,MAP3K1,4214,"Map3k1 LOC100912399","116667 100912399",,,map3k1,100334486,,,No,Yes,"Bard-Chapeau 2014-01",24316982,"Not Determined",13:111746434-111808983,B,"Liver Cancer",11
Map3k1,26401,13,8056,MAP3K1,4214,"Map3k1 LOC100912399","116667 100912399",,,map3k1,100334486,,,No,Yes,"Genovesi 2013-01",24167280,"Not Determined",13:111746434-111808983,A,"Nervous System Cancer",11
Map3k1,26401,13,8056,MAP3K1,4214,"Map3k1 LOC100912399","116667 100912399",,,map3k1,100334486,,,No,Yes,"Kodama 2016-01",27178121,"Not Determined",13:111746428-111808993,B,"Liver Cancer",11
Map3k1,26401,13,8056,MAP3K1,4214,"Map3k1 LOC100912399","116667 100912399",,,map3k1,100334486,,,No,Yes,"Mann 2012-01",22421440,Gain,13:111784246-111784246,D,"Pancreatic Cancer",11
Map3k1,26401,13,8056,MAP3K1,4214,"Map3k1 LOC100912399","116667 100912399",,,map3k1,100334486,,,No,Yes,"Morris 2016-01",27790711,"Not Determined",13:111751692-111808692,B,"Colorectal Cancer",11
Map3k1,26401,13,8056,MAP3K1,4214,"Map3k1 LOC100912399","116667 100912399",,,map3k1,100334486,,,No,Yes,"Ni 2013-01",24003131,"Not Determined",13:111746428-111808993,A,"Skin Cancer",11
Map3k1,26401,13,8056,MAP3K1,4214,"Map3k1 LOC100912399","116667 100912399",,,map3k1,100334486,,,No,Yes,"Perez Mancera 2012-01",22699621,"Not Determined",13:111782284-111782284,C,"Pancreatic Cancer",11
Map3k1,26401,13,8056,MAP3K1,4214,"Map3k1 LOC100912399","116667 100912399",,,map3k1,100334486,,,No,Yes,"Perez Mancera 2012-02",22699621,"Not Determined",13:111782622-111782622,C,"Pancreatic Cancer",11
Map3k1,26401,13,8056,MAP3K1,4214,"Map3k1 LOC100912399","116667 100912399",,,map3k1,100334486,,,No,Yes,"Rad 2015-01",25485836,"Not Determined",13:111779481-111811481,B,"Pancreatic Cancer",11
Map3k1,26401,13,8056,MAP3K1,4214,"Map3k1 LOC100912399","116667 100912399",,,map3k1,100334486,,,No,Yes,"Takeda 2015-02",25559195,"Not Determined",13:111791616-111800391,D,"Colorectal Cancer",11
Map3k1,26401,13,8056,MAP3K1,4214,"Map3k1 LOC100912399","116667 100912399",,,map3k1,100334486,,,No,Yes,"Takeda 2015-03",25559195,"Not Determined",13:111748070-111775871,B,"Colorectal Cancer",11
Map7,17761,10,20851,MAP7,9053,Map7,293016,,,si:ch73-217b7.1,563520,,,Yes,No,"Bard-Chapeau 2014-01",24316982,"Not Determined",10:20148919-20281590,D,"Liver Cancer",11
Map7,17761,10,20851,MAP7,9053,Map7,293016,,,si:ch73-217b7.1,563520,,,Yes,No,"Guo 2016-01",26676752,"Not Determined",10:20148920-20281590,D,"Blood Cancer",11
Map7,17761,10,20851,MAP7,9053,Map7,293016,,,si:ch73-217b7.1,563520,,,Yes,No,"Keng 2013-01",22899566,"Not Determined",10:20233694-20262694,D,"Liver Cancer",11
Map7,17761,10,20851,MAP7,9053,Map7,293016,,,si:ch73-217b7.1,563520,,,Yes,No,"Kodama 2016-01",27178121,"Not Determined",10:20148920-20281590,D,"Liver Cancer",11
Map7,17761,10,20851,MAP7,9053,Map7,293016,,,si:ch73-217b7.1,563520,,,Yes,No,"March 2011-01",22057237,"Not Determined",10:20156779-20347489,C,"Colorectal Cancer",11
Map7,17761,10,20851,MAP7,9053,Map7,293016,,,si:ch73-217b7.1,563520,,,Yes,No,"Morris 2016-01",27790711,"Not Determined",10:20188694-20245694,D,"Colorectal Cancer",11
Map7,17761,10,20851,MAP7,9053,Map7,293016,,,si:ch73-217b7.1,563520,,,Yes,No,"Perez Mancera 2012-01",22699621,"Not Determined",10:20217818-20217818,D,"Pancreatic Cancer",11
Map7,17761,10,20851,MAP7,9053,Map7,293016,,,si:ch73-217b7.1,563520,,,Yes,No,"Rangel 2016-01",27849608,"Not Determined",10:20148920-20281590,C,"Breast Cancer",11
Map7,17761,10,20851,MAP7,9053,Map7,293016,,,si:ch73-217b7.1,563520,,,Yes,No,"Takeda 2015-02",25559195,"Not Determined",10:20171906-20176798,D,"Colorectal Cancer",11
Map7,17761,10,20851,MAP7,9053,Map7,293016,,,si:ch73-217b7.1,563520,,,Yes,No,"Takeda 2015-03",25559195,"Not Determined",10:20190330-20210832,D,"Colorectal Cancer",11
Map7,17761,10,20851,MAP7,9053,Map7,293016,,,si:ch73-217b7.1,563520,,,Yes,No,"Takeda 2016-01",27006499,Loss,10:20078750-20290571,A,"Gastric Cancer",11
Mark2,13728,19,69013,MARK2,2011,Mark2,60328,,,"mark2b mark2a","100005996 562231",,,Yes,No,"Bard-Chapeau 2014-01",24316982,"Not Determined",19:7275395-7341844,C,"Liver Cancer",11
Mark2,13728,19,69013,MARK2,2011,Mark2,60328,,,"mark2b mark2a","100005996 562231",,,Yes,No,"Guo 2016-01",26676752,"Not Determined",19:7275396-7341860,A,"Blood Cancer",11
Mark2,13728,19,69013,MARK2,2011,Mark2,60328,,,"mark2b mark2a","100005996 562231",,,Yes,No,"March 2011-01",22057237,"Not Determined",19:7244040-7326795,C,"Colorectal Cancer",11
Mark2,13728,19,69013,MARK2,2011,Mark2,60328,,,"mark2b mark2a","100005996 562231",,,Yes,No,"Morris 2016-01",27790711,"Not Determined",19:7279410-7331410,A,"Colorectal Cancer",11
Mark2,13728,19,69013,MARK2,2011,Mark2,60328,,,"mark2b mark2a","100005996 562231",,,Yes,No,"Perez Mancera 2012-01",22699621,"Not Determined",19:7321844-7321844,A,"Pancreatic Cancer",11
Mark2,13728,19,69013,MARK2,2011,Mark2,60328,,,"mark2b mark2a","100005996 562231",,,Yes,No,"Rahrmann 2013-01",23685747,"Not Determined",19:7275396-7341860,D,"Nervous System Cancer",11
Mark2,13728,19,69013,MARK2,2011,Mark2,60328,,,"mark2b mark2a","100005996 562231",,,Yes,No,"Rahrmann 2013-02",23685747,"Not Determined",19:7275396-7341860,D,"Nervous System Cancer",11
Mark2,13728,19,69013,MARK2,2011,Mark2,60328,,,"mark2b mark2a","100005996 562231",,,Yes,No,"Rahrmann 2013-04",23685747,Loss,19:7275396-7341860,D,"Nervous System Cancer",11
Mark2,13728,19,69013,MARK2,2011,Mark2,60328,,,"mark2b mark2a","100005996 562231",,,Yes,No,"Rangel 2016-01",27849608,"Not Determined",19:7275396-7341860,C,"Breast Cancer",11
Mark2,13728,19,69013,MARK2,2011,Mark2,60328,,,"mark2b mark2a","100005996 562231",,,Yes,No,"Takeda 2015-01",25559195,"Not Determined",19:7293965-7358391,D,"Colorectal Cancer",11
Mark2,13728,19,69013,MARK2,2011,Mark2,60328,,,"mark2b mark2a","100005996 562231",,,Yes,No,"Takeda 2015-02",25559195,"Not Determined",19:7276858-7305320,C,"Colorectal Cancer",11
Mbnl2,105559,14,76766,MBNL2,10150,Mbnl2,680445,,,mbnl2,560384,,,Yes,No,"Bard-Chapeau 2014-01",24316982,"Not Determined",14:120275668-120431698,C,"Liver Cancer",11
Mbnl2,105559,14,76766,MBNL2,10150,Mbnl2,680445,,,mbnl2,560384,,,Yes,No,"Guo 2016-01",26676752,"Not Determined",14:120275669-120431697,C,"Blood Cancer",11
Mbnl2,105559,14,76766,MBNL2,10150,Mbnl2,680445,,,mbnl2,560384,,,Yes,No,"Kodama 2016-01",27178121,"Not Determined",14:120275669-120431697,C,"Liver Cancer",11
Mbnl2,105559,14,76766,MBNL2,10150,Mbnl2,680445,,,mbnl2,560384,,,Yes,No,"Mann 2012-01",22421440,Loss,14:120320202-120320202,C,"Pancreatic Cancer",11
Mbnl2,105559,14,76766,MBNL2,10150,Mbnl2,680445,,,mbnl2,560384,,,Yes,No,"March 2011-01",22057237,"Not Determined",14:120274434-120385748,D,"Colorectal Cancer",11
Mbnl2,105559,14,76766,MBNL2,10150,Mbnl2,680445,,,mbnl2,560384,,,Yes,No,"Morris 2016-01",27790711,"Not Determined",14:120300878-120346878,D,"Colorectal Cancer",11
Mbnl2,105559,14,76766,MBNL2,10150,Mbnl2,680445,,,mbnl2,560384,,,Yes,No,"Perez Mancera 2012-01",22699621,"Not Determined",14:120314228-120383446,C,"Pancreatic Cancer",11
Mbnl2,105559,14,76766,MBNL2,10150,Mbnl2,680445,,,mbnl2,560384,,,Yes,No,"Perez Mancera 2012-02",22699621,"Not Determined",14:120349012-120349012,A,"Pancreatic Cancer",11
Mbnl2,105559,14,76766,MBNL2,10150,Mbnl2,680445,,,mbnl2,560384,,,Yes,No,"Rahrmann 2013-01",23685747,"Not Determined",14:120275669-120431697,B,"Nervous System Cancer",11
Mbnl2,105559,14,76766,MBNL2,10150,Mbnl2,680445,,,mbnl2,560384,,,Yes,No,"Rahrmann 2013-02",23685747,"Not Determined",14:120275669-120431697,A,"Nervous System Cancer",11
Mbnl2,105559,14,76766,MBNL2,10150,Mbnl2,680445,,,mbnl2,560384,,,Yes,No,"Takeda 2016-01",27006499,Loss,14:120372871-120407452,B,"Gastric Cancer",11
Mcmbp,210711,7,11749,MCMBP,79892,Mcmbp,309009,CG3430,33976,mcmbp,321119,,,Yes,No,"Bard-Chapeau 2014-01",24316982,"Not Determined",7:128696458-128740429,D,"Liver Cancer",11
Mcmbp,210711,7,11749,MCMBP,79892,Mcmbp,309009,CG3430,33976,mcmbp,321119,,,Yes,No,"Guo 2016-01",26676752,"Not Determined",7:128696441-128740495,C,"Blood Cancer",11
Mcmbp,210711,7,11749,MCMBP,79892,Mcmbp,309009,CG3430,33976,mcmbp,321119,,,Yes,No,"Mann 2012-01",22421440,Loss,7:128734795-128734795,C,"Pancreatic Cancer",11
Mcmbp,210711,7,11749,MCMBP,79892,Mcmbp,309009,CG3430,33976,mcmbp,321119,,,Yes,No,"March 2011-01",22057237,"Not Determined",7:128732205-128741035,D,"Colorectal Cancer",11
Mcmbp,210711,7,11749,MCMBP,79892,Mcmbp,309009,CG3430,33976,mcmbp,321119,,,Yes,No,"Morris 2016-01",27790711,"Not Determined",7:128718486-128740486,D,"Colorectal Cancer",11
Mcmbp,210711,7,11749,MCMBP,79892,Mcmbp,309009,CG3430,33976,mcmbp,321119,,,Yes,No,"Perez Mancera 2012-01",22699621,"Not Determined",7:128713539-128713539,D,"Pancreatic Cancer",11
Mcmbp,210711,7,11749,MCMBP,79892,Mcmbp,309009,CG3430,33976,mcmbp,321119,,,Yes,No,"Perez Mancera 2012-02",22699621,"Not Determined",7:128714821-128714821,D,"Pancreatic Cancer",11
Mcmbp,210711,7,11749,MCMBP,79892,Mcmbp,309009,CG3430,33976,mcmbp,321119,,,Yes,No,"Rangel 2016-01",27849608,"Not Determined",7:128696441-128740495,D,"Breast Cancer",11
Mcmbp,210711,7,11749,MCMBP,79892,Mcmbp,309009,CG3430,33976,mcmbp,321119,,,Yes,No,"Takeda 2015-01",25559195,"Not Determined",7:128701567-128743959,B,"Colorectal Cancer",11
Mcmbp,210711,7,11749,MCMBP,79892,Mcmbp,309009,CG3430,33976,mcmbp,321119,,,Yes,No,"Takeda 2015-03",25559195,"Not Determined",7:128707095-128724729,D,"Colorectal Cancer",11
Mcmbp,210711,7,11749,MCMBP,79892,Mcmbp,309009,CG3430,33976,mcmbp,321119,,,Yes,No,"Takeda 2016-01",27006499,Loss,7:128707974-128713833,D,"Gastric Cancer",11
Mier1,71148,4,136176,MIER1,57708,Mier1,313418,,,mier1a,321690,,,Yes,No,"Bard-Chapeau 2014-01",24316982,"Not Determined",4:103114464-103165749,D,"Liver Cancer",11
Mier1,71148,4,136176,MIER1,57708,Mier1,313418,,,mier1a,321690,,,Yes,No,"Guo 2016-01",26676752,"Not Determined",4:103114390-103165754,D,"Blood Cancer",11
Mier1,71148,4,136176,MIER1,57708,Mier1,313418,,,mier1a,321690,,,Yes,No,"Kodama 2016-01",27178121,"Not Determined",4:103114390-103165754,D,"Liver Cancer",11
Mier1,71148,4,136176,MIER1,57708,Mier1,313418,,,mier1a,321690,,,Yes,No,"Koso 2012-02",23045694,"Not Determined",4:103114390-103165754,D,"Nervous System Cancer",11
Mier1,71148,4,136176,MIER1,57708,Mier1,313418,,,mier1a,321690,,,Yes,No,"March 2011-01",22057237,"Not Determined",4:103110656-103175299,D,"Colorectal Cancer",11
Mier1,71148,4,136176,MIER1,57708,Mier1,313418,,,mier1a,321690,,,Yes,No,"Morris 2016-01",27790711,"Not Determined",4:103115995-103156995,C,"Colorectal Cancer",11
Mier1,71148,4,136176,MIER1,57708,Mier1,313418,,,mier1a,321690,,,Yes,No,"Perez Mancera 2012-01",22699621,"Not Determined",4:103140375-103140375,D,"Pancreatic Cancer",11
Mier1,71148,4,136176,MIER1,57708,Mier1,313418,,,mier1a,321690,,,Yes,No,"Perez Mancera 2012-02",22699621,"Not Determined",4:103142541-103142541,D,"Pancreatic Cancer",11
Mier1,71148,4,136176,MIER1,57708,Mier1,313418,,,mier1a,321690,,,Yes,No,"Perna 2015-01",25624498,"Not Determined",4:103142845-103142845,D,"Skin Cancer",11
Mier1,71148,4,136176,MIER1,57708,Mier1,313418,,,mier1a,321690,,,Yes,No,"Rahrmann 2013-01",23685747,"Not Determined",4:103114390-103165754,D,"Nervous System Cancer",11
Mier1,71148,4,136176,MIER1,57708,Mier1,313418,,,mier1a,321690,,,Yes,No,"Rahrmann 2013-02",23685747,"Not Determined",4:103114390-103165754,D,"Nervous System Cancer",11
Mrtfa,223701,15,32487,MRTFA,57591,Mrtfa,315151,,,"mrtfab mrtfaa","559638 797480",,,No,No,"Bard-Chapeau 2014-01",24316982,"Not Determined",15:81012280-81190757,D,"Liver Cancer",11
Mrtfa,223701,15,32487,MRTFA,57591,Mrtfa,315151,,,"mrtfab mrtfaa","559638 797480",,,No,No,"Guo 2016-01",26676752,"Not Determined",15:81012281-81190757,A,"Blood Cancer",11
Mrtfa,223701,15,32487,MRTFA,57591,Mrtfa,315151,,,"mrtfab mrtfaa","559638 797480",,,No,No,"Kodama 2016-02",27247392,"Not Determined",15:81012281-81190757,C,"Liver Cancer",11
Mrtfa,223701,15,32487,MRTFA,57591,Mrtfa,315151,,,"mrtfab mrtfaa","559638 797480",,,No,No,"Koso 2012-01",23045694,"Not Determined",15:81012281-81190757,C,"Nervous System Cancer",11
Mrtfa,223701,15,32487,MRTFA,57591,Mrtfa,315151,,,"mrtfab mrtfaa","559638 797480",,,No,No,"Koso 2012-02",23045694,"Not Determined",15:81012281-81190757,B,"Nervous System Cancer",11
Mrtfa,223701,15,32487,MRTFA,57591,Mrtfa,315151,,,"mrtfab mrtfaa","559638 797480",,,No,No,"March 2011-01",22057237,"Not Determined",15:81047241-81184270,C,"Colorectal Cancer",11
Mrtfa,223701,15,32487,MRTFA,57591,Mrtfa,315151,,,"mrtfab mrtfaa","559638 797480",,,No,No,"Perez Mancera 2012-01",22699621,"Not Determined",15:81106090-81106090,B,"Pancreatic Cancer",11
Mrtfa,223701,15,32487,MRTFA,57591,Mrtfa,315151,,,"mrtfab mrtfaa","559638 797480",,,No,No,"Perez Mancera 2012-02",22699621,"Not Determined",15:81121894-81121894,C,"Pancreatic Cancer",11
Mrtfa,223701,15,32487,MRTFA,57591,Mrtfa,315151,,,"mrtfab mrtfaa","559638 797480",,,No,No,"Rangel 2016-01",27849608,"Not Determined",15:81091936-81215647,A,"Breast Cancer",11
Mrtfa,223701,15,32487,MRTFA,57591,Mrtfa,315151,,,"mrtfab mrtfaa","559638 797480",,,No,No,"Takeda 2016-01",27006499,"Not Determined",15:81012281-81190757,C,"Gastric Cancer",11
Mrtfa,223701,15,32487,MRTFA,57591,Mrtfa,315151,,,"mrtfab mrtfaa","559638 797480",,,No,No,"Van der Weyden 2013-02",22370638,"Not Determined",,"Not Ranked","Blood Cancer",11
Mtmr3,74302,11,23662,MTMR3,8897,Mtmr3,305482,,,mtmr3,393838,,,Yes,No,"Bard-Chapeau 2014-01",24316982,"Not Determined",11:4480867-4594815,B,"Liver Cancer",11
Mtmr3,74302,11,23662,MTMR3,8897,Mtmr3,305482,,,mtmr3,393838,,,Yes,No,"Giotopoulos 2016-02",26304963,"Not Determined",11:4504082-4598753,D,"Blood Cancer",11
Mtmr3,74302,11,23662,MTMR3,8897,Mtmr3,305482,,,mtmr3,393838,,,Yes,No,"Guo 2016-01",26676752,"Not Determined",11:4480875-4594863,A,"Blood Cancer",11
Mtmr3,74302,11,23662,MTMR3,8897,Mtmr3,305482,,,mtmr3,393838,,,Yes,No,"Kodama 2016-01",27178121,"Not Determined",11:4480875-4594863,B,"Liver Cancer",11
Mtmr3,74302,11,23662,MTMR3,8897,Mtmr3,305482,,,mtmr3,393838,,,Yes,No,"Kodama 2016-02",27247392,"Not Determined",11:4480875-4594863,D,"Liver Cancer",11
Mtmr3,74302,11,23662,MTMR3,8897,Mtmr3,305482,,,mtmr3,393838,,,Yes,No,"Morris 2016-01",27790711,"Not Determined",11:4529897-4704897,D,"Colorectal Cancer",11
Mtmr3,74302,11,23662,MTMR3,8897,Mtmr3,305482,,,mtmr3,393838,,,Yes,No,"Rahrmann 2013-01",23685747,"Not Determined",11:4480875-4594863,D,"Nervous System Cancer",11
Mtmr3,74302,11,23662,MTMR3,8897,Mtmr3,305482,,,mtmr3,393838,,,Yes,No,"Rahrmann 2013-02",23685747,"Not Determined",11:4480875-4594863,C,"Nervous System Cancer",11
Mtmr3,74302,11,23662,MTMR3,8897,Mtmr3,305482,,,mtmr3,393838,,,Yes,No,"Takeda 2015-02",25559195,"Not Determined",11:4534291-4602691,D,"Colorectal Cancer",11
Mtmr3,74302,11,23662,MTMR3,8897,Mtmr3,305482,,,mtmr3,393838,,,Yes,No,"Takeda 2015-03",25559195,"Not Determined",11:4549668-4589164,C,"Colorectal Cancer",11
Mtmr3,74302,11,23662,MTMR3,8897,Mtmr3,305482,,,mtmr3,393838,,,Yes,No,"Takeda 2016-01",27006499,Loss,11:4515658-4562497,B,"Gastric Cancer",11
Nfyc,18046,4,7440,NFYC,4802,Nfyc,25337,,,nfyc,323445,,,Yes,No,"Bard-Chapeau 2014-01",24316982,"Not Determined",4:120757434-120831575,B,"Liver Cancer",11
Nfyc,18046,4,7440,NFYC,4802,Nfyc,25337,,,nfyc,323445,,,Yes,No,"Giotopoulos 2016-01",26304963,"Not Determined",4:120805095-120828571,B,"Blood Cancer",11
Nfyc,18046,4,7440,NFYC,4802,Nfyc,25337,,,nfyc,323445,,,Yes,No,"Guo 2016-01",26676752,"Not Determined",4:120757438-120831572,A,"Blood Cancer",11
Nfyc,18046,4,7440,NFYC,4802,Nfyc,25337,,,nfyc,323445,,,Yes,No,"Kodama 2016-01",27178121,"Not Determined",4:120757438-120831572,C,"Liver Cancer",11
Nfyc,18046,4,7440,NFYC,4802,Nfyc,25337,,,nfyc,323445,,,Yes,No,"Morris 2016-01",27790711,"Not Determined",4:120775395-120816395,C,"Colorectal Cancer",11
Nfyc,18046,4,7440,NFYC,4802,Nfyc,25337,,,nfyc,323445,,,Yes,No,"Perez Mancera 2012-01",22699621,"Not Determined",4:120786756-120786756,C,"Pancreatic Cancer",11
Nfyc,18046,4,7440,NFYC,4802,Nfyc,25337,,,nfyc,323445,,,Yes,No,"Perez Mancera 2012-02",22699621,"Not Determined",4:120781452-120781452,D,"Pancreatic Cancer",11
Nfyc,18046,4,7440,NFYC,4802,Nfyc,25337,,,nfyc,323445,,,Yes,No,"Quintana 2012-01",22832494,"Not Determined",4:120757438-120831572,D,"Skin Cancer",11
Nfyc,18046,4,7440,NFYC,4802,Nfyc,25337,,,nfyc,323445,,,Yes,No,"Tang 2013-01",23533276,"Not Determined",4:120757438-120831572,C,"Blood Cancer",11
Nfyc,18046,4,7440,NFYC,4802,Nfyc,25337,,,nfyc,323445,,,Yes,No,"Van der Weyden 2013-02",22370638,"Not Determined",4:120741839-120918349,B,"Blood Cancer",11
Nfyc,18046,4,7440,NFYC,4802,Nfyc,25337,,,nfyc,323445,,,Yes,No,"Wong 2014-01",24316979,"Not Determined",4:120794615-120794615,C,"Blood Cancer",11
Npepps,19155,11,36199,NPEPPS,9520,Npepps,50558,Psa,38175,npepps,407726,,853699,Yes,No,"Bard-Chapeau 2014-01",24316982,"Not Determined",11:97205856-97280576,D,"Liver Cancer",11
Npepps,19155,11,36199,NPEPPS,9520,Npepps,50558,Psa,38175,npepps,407726,,853699,Yes,No,"Guo 2016-01",26676752,"Not Determined",11:97205842-97280638,A,"Blood Cancer",11
Npepps,19155,11,36199,NPEPPS,9520,Npepps,50558,Psa,38175,npepps,407726,,853699,Yes,No,"Kodama 2016-01",27178121,"Not Determined",11:97205842-97280638,D,"Liver Cancer",11
Npepps,19155,11,36199,NPEPPS,9520,Npepps,50558,Psa,38175,npepps,407726,,853699,Yes,No,"Kodama 2016-02",27247392,"Not Determined",11:97205842-97280638,D,"Liver Cancer",11
Npepps,19155,11,36199,NPEPPS,9520,Npepps,50558,Psa,38175,npepps,407726,,853699,Yes,No,"March 2011-01",22057237,"Not Determined",11:97145214-97291704,C,"Colorectal Cancer",11
Npepps,19155,11,36199,NPEPPS,9520,Npepps,50558,Psa,38175,npepps,407726,,853699,Yes,No,"Morris 2016-01",27790711,"Not Determined",11:97149686-97279686,B,"Colorectal Cancer",11
Npepps,19155,11,36199,NPEPPS,9520,Npepps,50558,Psa,38175,npepps,407726,,853699,Yes,No,"Perez Mancera 2012-01",22699621,"Not Determined",11:97251460-97251460,A,"Pancreatic Cancer",11
